Id,Date,Text
1432229095258079236,2021-08-30 06:30:00,"#29Ago Inversiones en bitcoines deben registrarse y pagar impuestos https://t.co/4IMzu13Npw

#Bitcoin #Pagar #Impuestos #Economia #NoticieroVenevision https://t.co/m2pVlXWoNc"
1432229070566301697,2021-08-30 06:29:54,"Perspectiva semanal de Bitcoin: Es probable que se produzca un repunte hasta USD 50,000 antes de conocer los datos sobre el empleo en Estados Unidos el próximo viernes
https://t.co/g7ix8QjgWW"
1432229026656133122,2021-08-30 06:29:44,El Bitcoin en El Salvador se pudo haber implementado de forma orgánica con inversión privada. Querer hacerlo por la fuerza y 100% con fondos públicos es sinonimo de corrupción. https://t.co/HNAZahLWhh
1432229017768407047,2021-08-30 06:29:42,"@_ManRom_ @CCerralba98 @VindiKevin @pppua Que bueno que la izquierda,centro, derecha y nacional socialistas odien o desprecien las criptomonedas,solo beneficiará a los que creemos en la libertad y es para todos los bolsillos porque el bitcoin empezó valiendo un moco, sigan odiando a las criptos que nos ayudan al bolsillo"
1432228992275423234,2021-08-30 06:29:35,@Leonarbueno_ @CiudadanoCo10 @chinchontepec22 En qué parte del artículo dice que se obliga al salvadoreño a usar el bitcoin?? Y donde dice que los salarios se pagarán en bitcoin?
1432228959102517249,2021-08-30 06:29:28,"Configurar un nodo completo de #Bitcoin me tomó aproximadamente 15 minutos con @getumbrel 

Ahora sí, dinero soberano, sin intermediarios. https://t.co/8utc8GKJLz"
1432228919441346561,2021-08-30 06:29:18,"La importante métrica del impulso de BTC acaba de mostrarse bajista al permanecer el precio de Bitcoin inmóvil por debajo de USD 50,000
https://t.co/yiqh7w1FuO"
1432228677509685252,2021-08-30 06:28:20,los anti bitcoin son boludos pero son tan poquitos que dan incluso ternura pobrecitos https://t.co/h9hG8DGlQA
1432228505270505473,2021-08-30 06:27:39,"@Jogutty1 @mxgxw_alpha @criptobastardo Supongo que estos jóvenes saben qué es Bitcoin qué es blockchain y están protestando porque según ellos el
 Lightning Network no es lo suficientemente barato.

Ridiculo !"
1432228306846429185,2021-08-30 06:26:52,"@GMTrade4 @aaddzz_ @CriptoProfe Que salgan de mos exchange es porque se van a wallets, no van a vender, entonces va a subir porque hay menos circulación de BTC"
1432228303277068290,2021-08-30 06:26:51,"Rollercoin 🐹 un simulador de minado con el que se ganan #Crypto  #GRATIS jugando a divertidos minijuegos #arcade 

Si se registran desde enlace de referido ganan 1.000 #satoshi de #Bitcoin ⏩https://t.co/y739Q8Y9S5

#PlayToEarn #cryptogames  #FreeBitcoin https://t.co/BTBxOZxqmG"
1432228156107329541,2021-08-30 06:26:16,"@rausoj @CarmenElenaAFC Debes de asesorarte antes de hablar pendejadas!!
El bitcoin es para invertir , tiene que estar en constante movimiento, no es una cuenta de banco!!"
